Date	Well	Sample	Fraction	Rate	P-value	R2
9-04-09	D4	15	BR	51.20	7.42E-172	0.991
9-04-09	D5	16	BR	23.28	2.84E-171	0.991
9-04-09	D6	99	BR	-3.34	9.68E-25	0.473
9-07-09	A1	3	PR	25.01	1.37E-131	0.973
9-07-09	A2	4	PR	32.99	1.28E-67	0.838
9-07-09	A3	5	PR	45.82	4.33E-180	0.993
9-07-09	A4	7	PR	171.47	2.96E-116	0.958
9-07-09	A5	8	PR	111.73	1.31E-130	0.972
9-07-09	A6	9	PR	120.18	1.14E-128	0.970
9-07-09	B1	10	PR	39.24	6.46E-119	0.961
9-07-09	B2	13	PR	45.92	2.53E-154	0.985
9-07-09	B3	14	PR	86.11	4.62E-106	0.944
9-07-09	B4	15	PR	56.08	1.36E-62	0.814
9-07-09	B5	16	PR	63.95	2.30E-101	0.937
9-07-09	B6	99	PR	-2.45	1.88E-13	0.279
9-07-09	C1	3	BR	27.85	5.13E-85	0.900
9-07-09	C2	4	BR	31.44	1.14E-138	0.977
9-07-09	C3	5	BR	41.94	1.24E-105	0.944
9-07-09	C4	7	BR	38.04	3.19E-70	0.850
9-07-09	C5	8	BR	44.37	1.62E-111	0.952
9-07-09	C6	9	BR	51.83	1.31E-12	0.262
9-07-09	D1	10	BR	46.72	1.20E-216	0.997
9-07-09	D2	13	BR	69.96	4.70E-194	0.995
9-07-09	D3	14	BR	46.92	1.67E-118	0.961
9-07-09	D4	15	BR	63.08	1.19E-149	0.983
9-07-09	D5	16	BR	53.50	7.04E-125	0.967
9-07-09	D6	99	BR	1.73	5.63E-01	0.002
9-07-09	A1	3	PR	30.67	1.79E-50	0.745
9-07-09	A2	4	PR	32.81	2.00E-176	0.993
9-07-09	A3	5	PR	26.36	1.26E-13	0.285
9-07-09	A4	7	PR	142.97	5.95E-114	0.957
9-07-09	A5	8	PR	150.86	6.19E-176	0.992
9-07-09	A6	9	PR	99.78	8.87E-114	0.957
9-07-09	B1	10	PR	31.30	2.92E-78	0.883
9-07-09	B2	13	PR	27.51	5.55E-61	0.810
9-07-09	B3	14	PR	28.58	3.32E-115	0.958
9-07-09	B4	15	PR	37.53	7.46E-77	0.878
9-07-09	B5	16	PR	54.48	2.84E-33	0.587
9-07-09	B6	99	PR	6.75	6.71E-10	0.208
9-07-09	C1	3	BR	23.35	1.59E-88	0.912
9-07-09	C2	4	BR	15.32	9.76E-131	0.973
9-07-09	C3	5	BR	29.30	4.61E-116	0.959
9-07-09	C4	7	BR	73.34	1.54E-144	0.982
9-07-09	C5	8	BR	50.46	2.33E-176	0.993
9-07-09	C6	9	BR	37.36	2.06E-178	0.993
9-07-09	D1	10	BR	23.92	8.04E-163	0.989
9-07-09	D2	13	BR	45.80	8.40E-208	0.997
9-07-09	D3	14	BR	35.24	1.25E-198	0.996
9-07-09	D4	15	BR	56.07	1.50E-128	0.971
9-07-09	D5	16	BR	15.01	5.70E-04	0.070
9-07-09	D6	99	BR	-2.51	2.25E-01	0.009
9-09-09	A1	3	PR	22.36	1.96E-90	0.914
9-09-09	A2	4	PR	49.83	6.69E-89	0.910
9-09-09	A3	5	PR	31.62	5.10E-134	0.974
9-09-09	A4	7	PR	77.55	9.55E-90	0.913
9-09-09	A5	8	PR	56.41	4.65E-131	0.972
9-09-09	A6	9	PR	157.68	4.10E-148	0.983
9-09-09	B1	10	PR	25.30	6.21E-138	0.977
9-09-09	B2	13	PR	47.68	3.42E-190	0.995
9-09-09	B3	14	PR	96.45	4.47E-134	0.974
9-09-09	B4	15	PR	64.32	3.38E-128	0.970
9-09-09	B5	16	PR	39.52	3.38E-115	0.957
9-09-09	B6	99	PR	-5.32	1.18E-88	0.910
9-09-09	C1	3	BR	12.41	2.07E-94	0.923
9-09-09	C2	4	BR	34.30	6.15E-137	0.976
9-09-09	C3	5	BR	15.38	7.87E-67	0.835
9-09-09	C4	7	BR	33.30	1.46E-76	0.874
9-09-09	C5	8	BR	32.95	5.10E-121	0.963
9-09-09	C6	9	BR	55.42	7.56E-213	0.997
9-09-09	D1	10	BR	26.73	5.65E-207	0.997
9-09-09	D2	13	BR	45.55	2.83E-181	0.993
9-09-09	D3	14	BR	39.13	1.54E-149	0.983
9-09-09	D4	15	BR	36.52	7.17E-134	0.974
9-09-09	D5	16	BR	58.71	2.65E-180	0.993
9-09-09	D6	99	BR	-4.37	7.40E-71	0.852
9-09-09	A1	3	PR	29.36	2.47E-186	0.994
9-09-09	A2	4	PR	27.55	2.10E-86	0.904
9-09-09	A3	5	PR	22.75	2.88E-82	0.892
9-09-09	A4	7	PR	111.47	8.70E-162	0.988
9-09-09	A5	8	PR	135.11	2.36E-123	0.966
9-09-09	A6	9	PR	160.52	7.42E-106	0.944
9-09-09	B1	10	PR	21.31	3.52E-140	0.978
9-09-09	B2	13	PR	43.43	1.90E-76	0.874
9-09-09	B3	14	PR	51.02	2.79E-128	0.970
9-09-09	B4	15	PR	42.29	7.22E-182	0.993
9-09-09	B5	16	PR	44.57	1.81E-153	0.985
9-09-09	B6	99	PR	4.79	5.44E-22	0.430
9-09-09	C1	3	BR	29.89	7.86E-181	0.993
9-09-09	C2	4	BR	34.95	5.54E-158	0.987
9-09-09	C3	5	BR	31.03	1.15E-189	0.995
9-09-09	C4	7	BR	30.08	9.90E-194	0.995
9-09-09	C5	8	BR	36.10	6.48E-213	0.997
9-09-09	C6	9	BR	18.62	1.27E-141	0.979
9-09-09	D1	10	BR	40.65	4.97E-156	0.986
9-09-09	D2	13	BR	24.48	1.13E-112	0.954
9-09-09	D3	14	BR	35.37	2.19E-125	0.967
9-09-09	D4	15	BR	32.38	5.21E-201	0.996
9-09-09	D5	16	BR	60.39	9.58E-130	0.971
9-09-09	D6	99	BR	3.07	2.47E-10	0.215
9-11-09	A1	3	PR	30.59	1.36E-146	0.982
9-11-09	A2	4	PR	46.35	5.01E-122	0.965
9-11-09	A3	5	PR	38.52	9.72E-148	0.983
9-11-09	A4	7	PR	84.59	4.30E-127	0.970
9-11-09	A5	8	PR	147.57	1.64E-115	0.958
9-11-09	A6	9	PR	97.27	7.76E-127	0.969
9-11-09	B1	10	PR	33.55	2.81E-146	0.982
9-11-09	B2	13	PR	54.76	6.12E-162	0.989
9-11-09	B3	14	PR	96.84	9.06E-117	0.959
9-11-09	B4	15	PR	84.70	1.19E-167	0.990
9-11-09	B5	16	PR	53.38	2.30E-105	0.944
9-11-09	B6	99	PR	1.41	1.49E-02	0.035
9-11-09	C1	3	BR	6.94	2.82E-54	0.768
9-11-09	C2	4	BR	46.90	2.41E-166	0.990
9-11-09	C3	5	BR	32.25	3.37E-99	0.934
9-11-09	C4	7	BR	42.61	3.83E-195	0.995
9-11-09	C5	8	BR	22.52	5.77E-180	0.993
9-11-09	C6	9	BR	21.07	1.24E-85	0.903
9-11-09	D1	10	BR	18.37	3.82E-96	0.928
9-11-09	D2	13	BR	48.58	4.52E-145	0.982
9-11-09	D3	14	BR	53.81	5.15E-143	0.981
9-11-09	D4	15	BR	-9.17	7.10E-15	0.308
9-11-09	D5	16	BR	56.79	2.56E-130	0.972
9-11-09	D6	99	BR	9.32	1.54E-33	0.587
9-11-09	A1	3	PR	33.17	1.64E-59	0.800
9-11-09	A2	4	PR	48.97	6.01E-119	0.962
9-11-09	A3	5	PR	33.19	4.46E-103	0.941
9-11-09	A4	7	PR	127.46	9.84E-131	0.973
9-11-09	A5	8	PR	116.13	1.24E-146	0.982
9-11-09	A6	9	PR	100.46	1.75E-104	0.943
9-11-09	B1	10	PR	43.22	5.51E-171	0.991
9-11-09	B2	13	PR	69.53	6.48E-140	0.979
9-11-09	B3	14	PR	69.18	2.33E-157	0.987
9-11-09	B4	15	PR	53.34	9.41E-157	0.987
9-11-09	B5	16	PR	35.48	3.91E-119	0.962
9-11-09	B6	99	PR	5.05	6.96E-15	0.308
9-11-09	C1	3	BR	25.45	4.78E-150	0.984
9-11-09	C2	4	BR	35.84	3.77E-201	0.996
9-11-09	C3	5	BR	30.32	1.57E-147	0.983
9-11-09	C4	7	BR	32.39	1.54E-109	0.950
9-11-09	C5	8	BR	26.55	1.25E-110	0.952
9-11-09	C6	9	BR	36.07	1.72E-98	0.932
9-11-09	D1	10	BR	30.76	2.41E-140	0.979
9-11-09	D2	13	BR	38.94	4.36E-154	0.986
9-11-09	D3	14	BR	55.51	5.44E-112	0.954
9-11-09	D4	15	BR	11.59	6.25E-52	0.753
9-11-09	D5	16	BR	32.94	2.25E-110	0.952
9-11-09	D6	99	BR	0.89	7.05E-02	0.020
9-14-09	A1	3	PR	65.16	8.62E-210	0.997
9-14-09	A2	4	PR	51.17	5.30E-176	0.992
9-14-09	A3	5	PR	54.63	3.68E-217	0.997
9-14-09	A4	7	PR	100.20	3.10E-271	0.999
9-14-09	A5	8	PR	164.17	1.50E-243	0.999
9-14-09	A6	9	PR	132.69	3.19E-138	0.977
9-14-09	B1	10	PR	59.60	1.37E-167	0.990
9-14-09	B2	13	PR	54.87	8.94E-174	0.991
9-14-09	B3	14	PR	64.28	7.64E-164	0.989
9-14-09	B4	15	PR	46.55	1.25E-149	0.983
9-14-09	B5	16	PR	35.18	7.43E-165	0.989
9-14-09	B6	99	PR	-2.81	3.92E-07	0.144
9-14-09	C1	3	BR	51.72	1.52E-100	0.935
9-14-09	C2	4	BR	43.61	1.97E-158	0.987
9-14-09	C3	5	BR	41.48	1.14E-112	0.954
9-14-09	C4	7	BR	41.50	6.29E-208	0.997
9-14-09	C5	8	BR	47.98	9.89E-158	0.987
9-14-09	C6	9	BR	43.24	8.81E-189	0.994
9-14-09	D1	10	BR	65.33	6.17E-182	0.993
9-14-09	D2	13	BR	47.33	1.32E-112	0.954
9-14-09	D3	14	BR	62.23	2.69E-190	0.995
9-14-09	D4	15	BR	22.97	1.18E-100	0.935
9-14-09	D5	16	BR	40.51	6.32E-151	0.984
9-14-09	D6	99	BR	6.84	1.83E-13	0.279
9-14-09	A1	3	PR	70.50	3.66E-178	0.992
9-14-09	A2	4	PR	38.16	6.35E-199	0.996
9-14-09	A3	5	PR	37.87	1.71E-180	0.993
9-14-09	A4	7	PR	47.81	2.76E-208	0.997
9-14-09	A5	8	PR	136.69	7.61E-238	0.999
9-14-09	A6	9	PR	107.20	1.04E-128	0.970
9-14-09	B1	10	PR	50.23	3.93E-173	0.991
9-14-09	B2	13	PR	71.57	2.55E-276	1.000
9-14-09	B3	14	PR	48.30	7.27E-177	0.992
9-14-09	B4	15	PR	60.91	4.98E-188	0.994
9-14-09	B5	16	PR	42.28	9.33E-198	0.996
9-14-09	B6	99	PR	1.02	6.58E-02	0.020
9-14-09	C1	3	BR	31.26	8.62E-133	0.973
9-14-09	C2	4	BR	18.93	6.21E-181	0.993
9-14-09	C3	5	BR	35.16	8.57E-177	0.992
9-14-09	C4	7	BR	23.90	2.66E-95	0.925
9-14-09	C5	8	BR	63.01	1.12E-180	0.993
9-14-09	C6	9	BR	25.07	1.20E-125	0.968
9-14-09	D1	10	BR	49.12	7.71E-209	0.997
9-14-09	D2	13	BR	23.34	2.77E-180	0.993
9-14-09	D3	14	BR	56.88	1.66E-240	0.999
9-14-09	D4	15	BR	23.66	5.09E-195	0.995
9-14-09	D5	16	BR	61.59	5.22E-115	0.957
9-14-09	D6	99	BR	-3.77	3.62E-41	0.664
9-16-09	A1	3	PR	45.36	4.12E-213	0.997
9-16-09	A2	4	PR	51.25	1.25E-191	0.995
9-16-09	A3	5	PR	32.87	6.79E-209	0.997
9-16-09	A4	7	PR	99.79	1.86E-134	0.975
9-16-09	A5	8	PR	67.22	3.20E-177	0.992
9-16-09	A6	9	PR	88.35	2.66E-114	0.956
9-16-09	B1	10	PR	54.68	4.29E-185	0.994
9-16-09	B2	13	PR	37.77	7.66E-208	0.997
9-16-09	B3	14	PR	51.55	3.02E-132	0.973
9-16-09	B4	15	PR	63.07	6.10E-212	0.997
9-16-09	B5	16	PR	49.29	4.95E-149	0.983
9-16-09	B6	99	PR	7.54	1.98E-25	0.481
9-16-09	C1	3	BR	36.85	4.14E-203	0.996
9-16-09	C2	4	BR	29.49	4.19E-183	0.993
9-16-09	C3	5	BR	51.60	3.00E-193	0.995
9-16-09	C4	7	BR	78.71	5.59E-144	0.981
9-16-09	C5	8	BR	55.64	1.88E-190	0.995
9-16-09	C6	9	BR	37.58	7.35E-210	0.997
9-16-09	D1	10	BR	48.02	9.53E-148	0.982
9-16-09	D2	13	BR	59.56	1.66E-128	0.970
9-16-09	D3	14	BR	53.85	3.08E-151	0.984
9-16-09	D4	15	BR	43.24	3.48E-151	0.984
9-16-09	D5	16	BR	73.31	4.04E-194	0.995
9-16-09	D6	99	BR	-2.09	4.64E-31	0.556
9-16-09	A1	3	PR	25.95	2.03E-95	0.925
9-16-09	A2	4	PR	39.65	3.58E-51	0.745
9-16-09	A3	5	PR	59.31	1.39E-181	0.993
9-16-09	A4	7	PR	104.18	6.24E-105	0.943
9-16-09	A5	8	PR	93.77	3.72E-132	0.973
9-16-09	A6	9	PR	120.22	1.84E-119	0.962
9-16-09	B1	10	PR	33.78	1.46E-71	0.855
9-16-09	B2	13	PR	146.78	4.08E-137	0.976
9-16-09	B3	14	PR	113.75	2.94E-168	0.990
9-16-09	B4	15	PR	82.03	8.67E-237	0.999
9-16-09	B5	16	PR	120.18	3.97E-177	0.992
9-16-09	B6	99	PR	-1.44	2.91E-14	0.295
9-16-09	C1	3	BR	34.41	1.33E-160	0.988
9-16-09	C2	4	BR	28.27	8.71E-81	0.888
9-16-09	C3	5	BR	47.66	7.35E-177	0.992
9-16-09	C4	7	BR	101.04	4.87E-169	0.990
9-16-09	C5	8	BR	44.04	1.93E-196	0.995
9-16-09	C6	9	BR	85.07	8.53E-199	0.996
9-16-09	D1	10	BR	48.97	2.13E-92	0.919
9-16-09	D2	13	BR	31.73	7.86E-168	0.990
9-16-09	D3	14	BR	63.63	1.50E-129	0.971
9-16-09	D4	15	BR	58.35	6.46E-133	0.974
9-16-09	D5	16	BR	54.79	1.33E-183	0.994
9-16-09	D6	99	BR	12.50	1.94E-30	0.548
9-18-09	A1	3	PR	18.65	7.36E-89	0.910
9-18-09	A2	4	PR	79.04	1.44E-134	0.975
9-18-09	A3	5	PR	30.87	7.08E-86	0.903
9-18-09	A4	7	PR	61.78	9.94E-211	0.997
9-18-09	A5	8	PR	114.77	1.50E-136	0.976
9-18-09	A6	9	PR	88.92	3.70E-153	0.985
9-18-09	B1	10	PR	47.29	6.11E-121	0.963
9-18-09	B2	13	PR	117.22	1.79E-168	0.990
9-18-09	B3	14	PR	68.60	1.50E-143	0.981
9-18-09	B4	15	PR	108.37	1.60E-171	0.991
9-18-09	B5	16	PR	62.55	3.16E-157	0.987
9-18-09	B6	99	PR	0.82	1.92E-02	0.033
9-18-09	C1	3	BR	24.59	2.05E-178	0.993
9-18-09	C2	4	BR	64.96	3.53E-131	0.972
9-18-09	C3	5	BR	34.17	1.89E-91	0.917
9-18-09	C4	7	BR	54.31	3.61E-171	0.991
9-18-09	C5	8	BR	63.64	1.12E-58	0.793
9-18-09	C6	9	BR	60.55	5.65E-187	0.994
9-18-09	D1	10	BR	86.95	2.07E-179	0.993
9-18-09	D2	13	BR	84.78	1.07E-141	0.979
9-18-09	D3	14	BR	64.50	2.90E-140	0.978
9-18-09	D4	15	BR	76.04	4.73E-162	0.988
9-18-09	D5	16	BR	68.02	1.83E-94	0.923
9-18-09	D6	99	BR	-4.50	3.90E-48	0.723
9-18-09	A1	3	PR	34.03	3.57E-153	0.985
9-18-09	A2	4	PR	84.46	5.30E-200	0.996
9-18-09	A3	5	PR	29.65	3.94E-117	0.959
9-18-09	A4	7	PR	58.77	4.39E-120	0.962
9-18-09	A5	8	PR	123.92	2.30E-172	0.991
9-18-09	A6	9	PR	120.04	2.31E-145	0.981
9-18-09	B1	10	PR	47.58	7.91E-107	0.946
9-18-09	B2	13	PR	56.96	8.43E-119	0.961
9-18-09	B3	14	PR	59.42	7.74E-174	0.992
9-18-09	B4	15	PR	107.40	2.30E-92	0.919
9-18-09	B5	16	PR	37.15	3.03E-133	0.974
9-18-09	B6	99	PR	-5.28	1.43E-47	0.719
9-18-09	C1	3	BR	31.37	8.22E-161	0.988
9-18-09	C2	4	BR	44.14	7.51E-142	0.979
9-18-09	C3	5	BR	42.58	2.50E-112	0.953
9-18-09	C4	7	BR	38.72	1.20E-147	0.982
9-18-09	C5	8	BR	46.09	3.75E-77	0.876
9-18-09	C6	9	BR	68.56	3.20E-170	0.991
9-18-09	D1	10	BR	47.11	6.08E-169	0.990
9-18-09	D2	13	BR	53.80	2.90E-150	0.984
9-18-09	D3	14	BR	44.32	9.96E-108	0.947
9-18-09	D4	15	BR	37.73	1.63E-118	0.961
9-18-09	D5	16	BR	44.68	1.11E-175	0.992
9-18-09	D6	99	BR	0.84	5.20E-03	0.046
9-21-09	A1	3	PR	24.16	2.05E-167	0.990
9-21-09	A2	4	PR	24.54	3.56E-151	0.984
9-21-09	A3	5	PR	38.95	3.21E-174	0.992
9-21-09	A4	7	PR	62.74	2.42E-144	0.981
9-21-09	A5	8	PR	153.70	1.80E-191	0.995
9-21-09	A6	9	PR	75.54	3.96E-158	0.987
9-21-09	B1	10	PR	28.10	6.05E-117	0.959
9-21-09	B2	13	PR	60.90	1.73E-266	0.999
9-21-09	B3	14	PR	96.69	5.24E-187	0.994
9-21-09	B4	15	PR	85.72	2.31E-234	0.998
9-21-09	B5	16	PR	126.16	3.75E-104	0.941
9-21-09	B6	99	PR	-5.30	3.86E-87	0.906
9-21-09	C1	3	BR	26.65	1.69E-134	0.975
9-21-09	C2	4	BR	33.41	5.10E-180	0.993
9-21-09	C3	5	BR	27.89	2.07E-171	0.991
9-21-09	C4	7	BR	53.26	1.16E-125	0.968
9-21-09	C5	8	BR	56.98	2.34E-184	0.994
9-21-09	C6	9	BR	40.75	8.47E-163	0.988
9-21-09	D1	10	BR	44.87	3.10E-111	0.952
9-21-09	D2	13	BR	65.89	1.73E-189	0.995
9-21-09	D3	14	BR	74.56	5.33E-161	0.988
9-21-09	D4	15	BR	61.86	9.19E-133	0.973
9-21-09	D5	16	BR	24.68	8.08E-100	0.934
9-21-09	D6	99	BR	-3.74	1.41E-60	0.804
9-21-09	A1	3	PR	12.40	9.41E-101	0.936
9-21-09	A2	4	PR	41.50	1.44E-203	0.996
9-21-09	A3	5	PR	36.04	2.00E-212	0.997
9-21-09	A4	7	PR	62.73	1.63E-186	0.994
9-21-09	A5	8	PR	194.51	3.70E-182	0.993
9-21-09	A6	9	PR	68.55	2.93E-126	0.968
9-21-09	B1	10	PR	37.01	1.53E-209	0.997
9-21-09	B2	13	PR	59.39	1.59E-104	0.942
9-21-09	B3	14	PR	50.15	1.26E-203	0.996
9-21-09	B4	15	PR	85.39	2.09E-209	0.997
9-21-09	B5	16	PR	65.92	1.86E-185	0.994
9-21-09	B6	99	PR	-6.21	1.30E-78	0.881
9-21-09	C1	3	BR	21.48	2.18E-175	0.992
9-21-09	C2	4	BR	30.69	8.37E-196	0.995
9-21-09	C3	5	BR	34.51	1.95E-175	0.992
9-21-09	C4	7	BR	63.06	2.92E-108	0.948
9-21-09	C5	8	BR	66.86	4.63E-150	0.984
9-21-09	C6	9	BR	26.88	2.48E-135	0.975
9-21-09	D1	10	BR	42.49	2.02E-245	0.999
9-21-09	D2	13	BR	21.03	4.33E-178	0.992
9-21-09	D3	14	BR	39.64	1.65E-228	0.998
9-21-09	D4	15	BR	20.80	1.82E-159	0.987
9-21-09	D5	16	BR	55.39	2.65E-190	0.995
9-21-09	D6	99	BR	0.67	7.74E-02	0.019
9-23-09	A1	3	PR	41.00	6.89E-75	0.868
9-23-09	A2	4	PR	67.21	3.68E-138	0.977
9-23-09	A3	5	PR	34.32	6.18E-111	0.951
9-23-09	A4	7	PR	102.68	7.29E-112	0.953
9-23-09	A5	8	PR	48.64	7.55E-101	0.936
9-23-09	A6	9	PR	102.29	1.19E-198	0.996
9-23-09	B1	10	PR	60.71	5.12E-168	0.990
9-23-09	B2	13	PR	28.16	4.50E-148	0.983
9-23-09	B3	14	PR	58.01	1.67E-190	0.995
9-23-09	B4	15	PR	73.40	1.60E-204	0.996
9-23-09	B5	16	PR	64.25	5.50E-131	0.972
9-23-09	B6	99	PR	3.06	2.12E-11	0.237
9-23-09	C1	3	BR	38.41	1.17E-141	0.979
9-23-09	C2	4	BR	13.69	5.10E-41	0.663
9-23-09	C3	5	BR	31.82	1.04E-130	0.972
9-23-09	C4	7	BR	28.23	2.09E-151	0.984
9-23-09	C5	8	BR	59.08	1.85E-199	0.996
9-23-09	C6	9	BR	44.93	1.21E-199	0.996
9-23-09	D1	10	BR	21.28	2.41E-70	0.850
9-23-09	D2	13	BR	46.74	3.10E-177	0.992
9-23-09	D3	14	BR	34.90	6.08E-84	0.897
9-23-09	D4	15	BR	58.01	1.58E-174	0.992
9-23-09	D5	16	BR	60.18	1.43E-132	0.973
9-23-09	D6	99	BR	3.00	2.73E-12	0.256
9-23-09	A1	3	PR	2.88	2.72E-03	0.053
9-23-09	A2	4	PR	23.73	5.10E-58	0.789
9-23-09	A3	5	PR	28.66	9.61E-170	0.990
9-23-09	A4	7	PR	69.76	1.38E-100	0.935
9-23-09	A5	8	PR	72.40	1.94E-142	0.980
9-23-09	A6	9	PR	70.24	5.16E-137	0.976
9-23-09	B1	10	PR	31.48	1.54E-146	0.982
9-23-09	B2	13	PR	48.59	8.30E-166	0.989
9-23-09	B3	14	PR	83.99	1.44E-134	0.975
9-23-09	B4	15	PR	87.53	5.02E-189	0.994
9-23-09	B5	16	PR	46.28	1.12E-197	0.996
9-23-09	B6	99	PR	-0.66	1.94E-01	0.010
9-23-09	C1	3	BR	27.88	3.39E-172	0.991
9-23-09	C2	4	BR	20.37	2.52E-103	0.940
9-23-09	C3	5	BR	30.54	6.44E-130	0.971
9-23-09	C4	7	BR	68.51	2.64E-214	0.997
9-23-09	C5	8	BR	52.78	8.07E-200	0.996
9-23-09	C6	9	BR	35.24	2.30E-174	0.992
9-23-09	D1	10	BR	40.88	3.55E-165	0.989
9-23-09	D2	13	BR	29.58	4.21E-152	0.984
9-23-09	D3	14	BR	35.58	3.26E-113	0.954
9-23-09	D4	15	BR	35.89	5.03E-97	0.929
9-23-09	D5	16	BR	44.08	1.56E-92	0.919
9-23-09	D6	99	BR	1.34	1.73E-03	0.058
9-25-09	A1	3	PR	30.57	4.70E-226	0.998
9-25-09	A2	4	PR	26.49	2.97E-121	0.963
9-25-09	A3	5	PR	52.40	1.51E-200	0.996
9-25-09	A4	7	PR	99.65	8.36E-180	0.993
9-25-09	A5	8	PR	87.87	1.46E-175	0.992
9-25-09	A6	9	PR	74.27	6.81E-187	0.994
9-25-09	B1	10	PR	98.65	1.20E-207	0.997
9-25-09	B2	13	PR	36.51	1.18E-97	0.930
9-25-09	B3	14	PR	85.44	4.85E-211	0.997
9-25-09	B4	15	PR	116.97	1.40E-144	0.981
9-25-09	B5	16	PR	81.36	8.04E-107	0.946
9-25-09	B6	99	PR	7.23	7.13E-42	0.671
9-25-09	C1	3	BR	46.70	1.05E-146	0.982
9-25-09	C2	4	BR	33.46	5.97E-185	0.994
9-25-09	C3	5	BR	37.68	1.08E-91	0.917
9-25-09	C4	7	BR	62.75	2.50E-169	0.990
9-25-09	C5	8	BR	39.86	1.80E-155	0.986
9-25-09	C6	9	BR	28.96	1.25E-66	0.834
9-25-09	D1	10	BR	85.86	4.00E-135	0.975
9-25-09	D2	13	BR	43.06	7.37E-180	0.993
9-25-09	D3	14	BR	74.07	1.41E-138	0.977
9-25-09	D4	15	BR	34.57	1.86E-168	0.990
9-25-09	D5	16	BR	63.29	8.80E-126	0.968
9-25-09	D6	99	BR	-1.58	2.61E-20	0.403
9-25-09	A1	3	PR	35.71	9.18E-176	0.992
9-25-09	A2	4	PR	50.07	1.36E-137	0.977
9-25-09	A3	5	PR	36.68	1.95E-204	0.996
9-25-09	A4	7	PR	85.42	4.67E-107	0.946
9-25-09	A5	8	PR	90.70	9.05E-159	0.987
9-25-09	A6	9	PR	77.33	3.97E-219	0.998
9-25-09	B1	10	PR	39.67	1.21E-103	0.941
9-25-09	B2	13	PR	32.90	3.01E-154	0.985
9-25-09	B3	14	PR	32.85	8.24E-71	0.852
9-25-09	B4	15	PR	150.58	6.50E-149	0.996
9-25-09	B5	16	PR	83.51	6.15E-115	0.957
9-25-09	B6	99	PR	9.26	2.94E-20	0.402
9-25-09	C1	3	BR	44.86	7.14E-178	0.992
9-25-09	C2	4	BR	24.30	9.36E-187	0.994
9-25-09	C3	5	BR	19.21	1.38E-105	0.944
9-25-09	C4	7	BR	16.60	6.73E-88	0.908
9-25-09	C5	8	BR	45.59	3.83E-154	0.985
9-25-09	C6	9	BR	30.87	4.48E-92	0.918
9-25-09	D1	10	BR	81.89	9.40E-207	0.997
9-25-09	D2	13	BR	29.49	8.21E-178	0.992
9-25-09	D3	14	BR	59.77	1.13E-154	0.986
9-25-09	D4	15	BR	42.55	6.11E-165	0.989
9-25-09	D5	16	BR	28.41	5.63E-114	0.955
9-25-09	D6	99	BR	12.56	5.34E-39	0.643
